channel names:
21/08/2013 16:36:58 teste - Voltage - Dev1_ai1
start times:
21/08/2013 16:37:19,776284
dt:
0,001000
data:
-5,229039E-3
2,103992E-2
1,649960E-2
-8,147812E-3
-2,695768E-2
-8,796428E-3
9,364825E-3
2,201284E-2
5,148820E-3
-1,820136E-2
-2,695768E-2
-5,553347E-3
1,779684E-2
1,098637E-2
-1,203951E-2
-2,501183E-2
-1,949860E-2
3,851588E-3
2,233715E-2
8,391901E-3
-1,593121E-2
-2,566045E-2
-5,229039E-3
1,974268E-2
1,714822E-2
-2,958882E-3
-2,663337E-2
-2,274168E-2
1,581431E-3
1,779684E-2
2,554355E-3
-2,209306E-2
-2,533614E-2
-1,398536E-2
1,195929E-2
2,071561E-2
-3,644176E-4
-1,949860E-2
-1,722844E-2
3,527280E-3
1,974268E-2
1,455375E-2
-1,139089E-2
-2,825491E-2
-1,366105E-2
8,391901E-3
1,617530E-2
-6,850580E-3
-2,501183E-2
-2,598476E-2
-3,607499E-3
1,714822E-2
1,390514E-2
-7,499196E-3
-2,112014E-2
-8,472120E-3
1,131067E-2
2,168853E-2
6,446052E-3
-2,176875E-2
-2,501183E-2
-6,850580E-3
1,195929E-2
1,293221E-2
-1,074228E-2
-2,501183E-2
-2,209306E-2
4,175896E-3
2,006699E-2
8,716209E-3
-1,333674E-2
-2,112014E-2
-1,985958E-3
1,844545E-2
1,812114E-2
-3,644176E-4
-2,598476E-2
-2,371460E-2
2,230047E-3
1,617530E-2
2,554355E-3
-1,852567E-2
-2,728199E-2
-1,171520E-2
7,418977E-3
2,233715E-2
1,581431E-3
-2,403891E-2
-1,398536E-2
6,446052E-3
1,909407E-2
1,358083E-2
-8,796428E-3
-2,955215E-2
-1,787705E-2
9,040517E-3
1,260791E-2
-3,283190E-3
-2,598476E-2
-2,760630E-2
-7,174888E-3
1,649960E-2
1,520237E-2
-1,625551E-2
-1,852567E-2
-1,074228E-2
1,390514E-2
1,617530E-2
6,770361E-3
-1,787705E-2
-2,566045E-2
-8,796428E-3
1,195929E-2
1,358083E-2
-1,203951E-2
-2,630907E-2
-2,047152E-2
4,500204E-3
1,779684E-2
1,033775E-2
-2,144444E-2
-2,598476E-2
-3,931807E-3
1,552668E-2
1,455375E-2
-1,337342E-3
-2,793061E-2
-2,501183E-2
-4,010948E-5
1,422945E-2
6,085067E-4
-1,625551E-2
-2,922784E-2
-9,445044E-3
1,066206E-2
1,779684E-2
-4,010948E-5
-2,793061E-2
-1,755275E-2
2,230047E-3
1,876976E-2
1,131067E-2
-1,495828E-2
-3,020076E-2
-1,463397E-2
1,033775E-2
1,487806E-2
-4,904731E-3
-2,695768E-2
-2,566045E-2
-8,472120E-3
1,455375E-2
1,195929E-2
-1,074228E-2
-2,468752E-2
-1,495828E-2
1,779684E-2
1,747253E-2
5,473128E-3
-2,014721E-2
-2,955215E-2
-9,120736E-3
1,779684E-2
4,824512E-3
-1,333674E-2
-2,857922E-2
-1,982290E-2
2,230047E-3
1,941838E-2
7,094669E-3
-1,852567E-2
-2,112014E-2
-4,580423E-3
1,617530E-2
1,520237E-2
-4,904731E-3
-2,728199E-2
-2,695768E-2
-1,013034E-3
1,682391E-2
-1,985958E-3
-2,112014E-2
-2,922784E-2
-1,722844E-2
7,743285E-3
1,812114E-2
-3,283190E-3
-2,306598E-2
-2,176875E-2
4,175896E-3
1,585099E-2
1,195929E-2
-1,528259E-2
-3,052507E-2
-2,112014E-2
1,228360E-2
6,770361E-3
-5,229039E-3
-2,468752E-2
-2,468752E-2
-1,106658E-2
1,617530E-2
1,066206E-2
-1,366105E-2
-2,436322E-2
-1,268813E-2
1,228360E-2
1,260791E-2
2,554355E-3
-2,209306E-2
-2,955215E-2
-1,203951E-2
1,390514E-2
6,121744E-3
-1,301243E-2
-2,695768E-2
-2,241737E-2
6,085067E-4
1,941838E-2
7,094669E-3
-2,047152E-2
-2,176875E-2
-1,985958E-3
1,325652E-2
1,487806E-2
-4,580423E-3
-2,825491E-2
-2,501183E-2
6,085067E-4
6,770361E-3
4,175896E-3
-2,047152E-2
-2,598476E-2
-2,014721E-2
9,040517E-3
1,876976E-2
-4,904731E-3
-2,403891E-2
-2,339029E-2
4,175896E-3
1,876976E-2
9,689133E-3
-1,755275E-2
-3,409246E-2
-1,982290E-2
3,202971E-3
1,163498E-2
-8,796428E-3
-2,468752E-2
-2,371460E-2
-9,120736E-3
1,812114E-2
8,067593E-3
-7,174888E-3
-2,922784E-2
-1,268813E-2
1,260791E-2
1,844545E-2
1,257123E-3
-2,079583E-2
-3,084938E-2
-1,009366E-2
1,358083E-2
5,148820E-3
-1,560690E-2
-2,728199E-2
-2,209306E-2
-6,887257E-4
1,941838E-2
5,797436E-3
-2,209306E-2
-2,760630E-2
-8,147812E-3
1,487806E-2
1,585099E-2
-5,877655E-3
-2,955215E-2
-2,663337E-2
-3,283190E-3
1,487806E-2
-6,887257E-4
-2,274168E-2
-3,020076E-2
-1,495828E-2
8,716209E-3
1,520237E-2
-1,337342E-3
-2,890353E-2
-2,209306E-2
5,473128E-3
1,520237E-2
9,364825E-3
-1,333674E-2
-3,149799E-2
-1,593121E-2
5,148820E-3
7,743285E-3
-4,904731E-3
-2,533614E-2
-2,436322E-2
-1,009366E-2
1,585099E-2
1,358083E-2
-1,398536E-2
-2,760630E-2
-1,139089E-2
8,716209E-3
1,747253E-2
8,067593E-3
-1,982290E-2
-2,922784E-2
-4,580423E-3
1,520237E-2
9,364825E-3
-1,236382E-2
-2,955215E-2
-1,528259E-2
6,085067E-4
2,590454E-2
8,391901E-3
-1,884998E-2
-2,176875E-2
-5,553347E-3
1,585099E-2
1,455375E-2
-2,634574E-3
-2,857922E-2
-2,598476E-2
-4,010948E-5
1,747253E-2
2,841986E-4
-2,014721E-2
-2,403891E-2
-1,625551E-2
1,228360E-2
1,941838E-2
-3,283190E-3
-2,209306E-2
-1,820136E-2
3,851588E-3
2,168853E-2
1,228360E-2
-1,268813E-2
-2,793061E-2
-1,333674E-2
7,418977E-3
1,455375E-2
-6,526271E-3
-2,241737E-2
-2,760630E-2
-6,526271E-3
1,325652E-2
1,747253E-2
-1,106658E-2
-2,857922E-2
-1,301243E-2
1,033775E-2
1,649960E-2
4,500204E-3
-2,306598E-2
-2,825491E-2
-9,769352E-3
1,228360E-2
8,067593E-3
-1,333674E-2
-2,760630E-2
-2,403891E-2
9,328148E-4
1,812114E-2
3,851588E-3
-1,982290E-2
-2,630907E-2
-5,553347E-3
1,422945E-2
1,455375E-2
-6,526271E-3
-2,987645E-2
-2,566045E-2
-1,013034E-3
1,585099E-2
2,841986E-4
-2,501183E-2
-2,890353E-2
-1,884998E-2
9,689133E-3
1,520237E-2
-5,553347E-3
-1,949860E-2
-1,982290E-2
2,230047E-3
1,812114E-2
7,418977E-3
-1,560690E-2
-3,117369E-2
-1,917429E-2
6,446052E-3
1,358083E-2
-9,445044E-3
-2,922784E-2
-2,825491E-2
-9,445044E-3
1,390514E-2
1,098637E-2
-1,398536E-2
-3,020076E-2
-1,074228E-2
9,689133E-3
1,293221E-2
1,905739E-3
-2,371460E-2
-3,149799E-2
-1,074228E-2
8,716209E-3
4,175896E-3
-1,236382E-2
-2,987645E-2
-2,436322E-2
9,328148E-4
1,714822E-2
5,473128E-3
-1,787705E-2
-2,793061E-2
-4,256115E-3
1,325652E-2
1,358083E-2
-5,877655E-3
-2,922784E-2
-2,403891E-2
2,841986E-4
1,390514E-2
-2,634574E-3
-2,144444E-2
-3,052507E-2
-1,625551E-2
1,066206E-2
1,455375E-2
-4,580423E-3
-2,533614E-2
-2,436322E-2
1,581431E-3
1,228360E-2
8,067593E-3
-1,625551E-2
-3,311954E-2
-2,112014E-2
2,878663E-3
9,689133E-3
-1,074228E-2
-2,922784E-2
-3,084938E-2
-1,139089E-2
1,325652E-2
7,743285E-3
-1,463397E-2
-2,663337E-2
-1,236382E-2
1,228360E-2
1,552668E-2
1,257123E-3
-2,241737E-2
-3,311954E-2
-9,769352E-3
9,040517E-3
6,770361E-3
-1,657982E-2
-2,728199E-2
-2,468752E-2
-1,337342E-3
2,006699E-2
3,527280E-3
-2,079583E-2
-3,441677E-2
-6,850580E-3
1,293221E-2
1,163498E-2
-9,445044E-3
-3,344384E-2
-2,760630E-2
-1,985958E-3
1,487806E-2
-1,985958E-3
-2,501183E-2
-3,279523E-2
-2,079583E-2
7,418977E-3
1,228360E-2
-6,850580E-3
-3,149799E-2
-1,755275E-2
-2,634574E-3
1,487806E-2
8,067593E-3
-1,787705E-2
-3,636262E-2
-2,274168E-2
4,175896E-3
8,391901E-3
-1,236382E-2
-3,020076E-2
-2,955215E-2
-1,074228E-2
1,131067E-2
9,689133E-3
-1,820136E-2
-2,922784E-2
-1,495828E-2
4,824512E-3
1,260791E-2
2,554355E-3
-2,533614E-2
-3,409246E-2
-1,203951E-2
2,878663E-3
8,716209E-3
-2,403891E-2
-2,922784E-2
-2,793061E-2
-3,931807E-3
1,358083E-2
-3,644176E-4
-2,436322E-2
-2,468752E-2
-7,823504E-3
1,163498E-2
9,364825E-3
-8,472120E-3
-3,376815E-2
-3,182230E-2
-3,931807E-3
6,446052E-3
-2,958882E-3
-2,501183E-2
-3,344384E-2
-2,241737E-2
4,500204E-3
1,260791E-2
-8,796428E-3
-3,149799E-2
-2,209306E-2
1,581431E-3
1,066206E-2
-2,634574E-3
-2,112014E-2
-3,668692E-2
-2,176875E-2
9,328148E-4
4,824512E-3
-1,139089E-2
-3,344384E-2
-3,344384E-2
-1,268813E-2
1,131067E-2
5,148820E-3
-1,852567E-2
-3,311954E-2
-1,722844E-2
6,770361E-3
1,195929E-2
6,085067E-4
-2,857922E-2
-3,376815E-2
-1,852567E-2
1,066206E-2
-3,931807E-3
-1,949860E-2
-3,441677E-2
-2,566045E-2
-2,958882E-3
1,390514E-2
1,581431E-3
-2,209306E-2
-2,436322E-2
-7,823504E-3
1,001344E-2
8,716209E-3
-6,850580E-3
-3,409246E-2
-3,052507E-2
-4,256115E-3
3,851588E-3
-5,553347E-3
-2,468752E-2
-3,409246E-2
-2,176875E-2
8,067593E-3
9,364825E-3
-8,147812E-3
-3,149799E-2
-2,663337E-2
-4,010948E-5
1,228360E-2
3,527280E-3
-1,982290E-2
-3,538969E-2
-2,274168E-2
1,905739E-3
5,797436E-3
-8,796428E-3
-3,084938E-2
-3,182230E-2
-1,171520E-2
1,066206E-2
1,260791E-2
-1,463397E-2
-3,668692E-2
-1,949860E-2
6,770361E-3
1,228360E-2
-2,310266E-3
-2,825491E-2
-3,506538E-2
-1,430967E-2
1,195929E-2
-4,010948E-5
-1,949860E-2
-3,311954E-2
-2,566045E-2
-6,526271E-3
1,876976E-2
1,257123E-3
-2,728199E-2
-3,149799E-2
-8,796428E-3
1,260791E-2
9,040517E-3
-1,301243E-2
-3,182230E-2
-2,922784E-2
-3,283190E-3
9,364825E-3
-8,147812E-3
-2,760630E-2
-3,182230E-2
-2,274168E-2
4,175896E-3
1,098637E-2
-7,174888E-3
-3,214661E-2
-2,987645E-2
2,230047E-3
8,391901E-3
6,121744E-3
-1,949860E-2
-3,830846E-2
-2,047152E-2
2,230047E-3
9,328148E-4
-1,463397E-2
-3,117369E-2
-3,149799E-2
-1,398536E-2
1,195929E-2
7,743285E-3
-1,917429E-2
-2,728199E-2
-1,528259E-2
2,878663E-3
9,040517E-3
-1,985958E-3
-2,598476E-2
-3,409246E-2
-1,430967E-2
4,175896E-3
1,905739E-3
-1,917429E-2
-3,214661E-2
-2,566045E-2
-1,985958E-3
1,552668E-2
9,328148E-4
-2,501183E-2
-3,020076E-2
-1,236382E-2
1,001344E-2
9,040517E-3
-8,472120E-3
-3,441677E-2
-2,339029E-2
-4,580423E-3
9,040517E-3
-6,201963E-3
-2,663337E-2
-3,279523E-2
-1,852567E-2
5,473128E-3
1,228360E-2
-1,009366E-2
-2,760630E-2
-2,371460E-2
-3,283190E-3
1,455375E-2
3,527280E-3
-1,982290E-2
-3,506538E-2
-2,274168E-2
6,085067E-4
9,689133E-3
-1,236382E-2
-3,506538E-2
-3,279523E-2
-1,009366E-2
9,364825E-3
7,743285E-3
-1,917429E-2
-3,474108E-2
-1,755275E-2
4,824512E-3
1,552668E-2
-3,283190E-3
-3,538969E-2
-3,733554E-2
-1,366105E-2
4,824512E-3
-3,283190E-3
-1,917429E-2
-3,311954E-2
-2,663337E-2
-3,283190E-3
1,422945E-2
-2,634574E-3
-2,566045E-2
-3,052507E-2
-1,139089E-2
1,163498E-2
7,743285E-3
-7,174888E-3
-3,474108E-2
-2,922784E-2
-3,607499E-3
9,040517E-3
-6,201963E-3
-2,436322E-2
-3,279523E-2
-1,884998E-2
5,148820E-3
1,163498E-2
-8,796428E-3
-2,890353E-2
-2,403891E-2
-1,013034E-3
1,390514E-2
3,202971E-3
-1,625551E-2
-3,668692E-2
-2,274168E-2
1,257123E-3
5,797436E-3
-1,268813E-2
-3,311954E-2
-3,084938E-2
-1,139089E-2
1,228360E-2
8,391901E-3
-1,755275E-2
-3,149799E-2
-1,690413E-2
7,094669E-3
1,293221E-2
-3,283190E-3
-2,728199E-2
-3,636262E-2
-1,203951E-2
7,418977E-3
2,841986E-4
-2,047152E-2
-3,214661E-2
-2,501183E-2
-2,958882E-3
1,422945E-2
-4,010948E-5
-2,598476E-2
-2,403891E-2
-6,850580E-3
9,040517E-3
9,364825E-3
-7,499196E-3
-3,247092E-2
-2,306598E-2
-4,904731E-3
1,325652E-2
-5,553347E-3
-2,566045E-2
-3,344384E-2
-1,982290E-2
3,527280E-3
1,260791E-2
-9,120736E-3
-3,117369E-2
-2,760630E-2
1,257123E-3
1,033775E-2
5,797436E-3
-1,787705E-2
-3,571400E-2
-2,112014E-2
3,851588E-3
5,797436E-3
-1,139089E-2
-3,247092E-2
-2,825491E-2
-1,366105E-2
1,390514E-2
7,743285E-3
-1,463397E-2
-2,436322E-2
-1,690413E-2
9,040517E-3
1,325652E-2
-2,958882E-3
-2,501183E-2
-3,538969E-2
-1,041797E-2
8,067593E-3
3,527280E-3
-2,047152E-2
-3,895708E-2
-2,890353E-2
-2,958882E-3
1,455375E-2
-3,644176E-4
-2,501183E-2
-2,825491E-2
-1,041797E-2
7,743285E-3
8,391901E-3
-1,333674E-2
-3,214661E-2
-2,987645E-2
-6,526271E-3
8,391901E-3
-8,147812E-3
-2,728199E-2
-3,020076E-2
-2,112014E-2
3,202971E-3
1,228360E-2
-1,333674E-2
-3,214661E-2
-2,274168E-2
-3,283190E-3
1,260791E-2
3,851588E-3
-1,852567E-2
-3,538969E-2
-2,241737E-2
3,851588E-3
7,418977E-3
-1,301243E-2
-2,955215E-2
-3,117369E-2
-1,236382E-2
1,066206E-2
3,527280E-3
-1,690413E-2
-2,955215E-2
-1,787705E-2
8,067593E-3
1,520237E-2
-4,904731E-3
-3,214661E-2
-3,571400E-2
-1,139089E-2
6,121744E-3
3,202971E-3
-2,014721E-2
-3,409246E-2
-2,371460E-2
-2,310266E-3
1,682391E-2
-3,644176E-4
-2,436322E-2
-2,857922E-2
2,841986E-4
1,066206E-2
1,325652E-2
-1,106658E-2
-3,441677E-2
-2,890353E-2
-3,607499E-3
2,554355E-3
-4,904731E-3
-2,793061E-2
-2,987645E-2
-1,560690E-2
5,797436E-3
1,390514E-2
-6,850580E-3
-3,052507E-2
-2,274168E-2
-5,229039E-3
1,649960E-2
4,500204E-3
-1,787705E-2
-3,636262E-2
-2,014721E-2
2,554355E-3
8,067593E-3
-9,769352E-3
-2,922784E-2
-2,857922E-2
-1,074228E-2
1,195929E-2
6,446052E-3
-1,690413E-2
-2,922784E-2
-1,333674E-2
7,094669E-3
1,390514E-2
2,230047E-3
-2,501183E-2
-3,474108E-2
-1,139089E-2
1,131067E-2
9,328148E-4
-1,722844E-2
-3,149799E-2
-2,566045E-2
-1,661650E-3
1,649960E-2
-4,010948E-5
-2,241737E-2
-2,533614E-2
-5,229039E-3
1,358083E-2
1,260791E-2
-6,201963E-3
-3,149799E-2
-2,760630E-2
-2,310266E-3
1,422945E-2
-1,985958E-3
-2,403891E-2
-2,825491E-2
-1,787705E-2
8,067593E-3
1,974268E-2
-4,904731E-3
-3,247092E-2
-2,176875E-2
3,851588E-3
1,714822E-2
7,418977E-3
-1,560690E-2
-3,474108E-2
-1,690413E-2
3,202971E-3
8,391901E-3
-1,041797E-2
-2,825491E-2
-2,857922E-2
-6,201963E-3
1,649960E-2
8,716209E-3
-1,463397E-2
-2,468752E-2
-1,236382E-2
1,131067E-2
1,649960E-2
5,148820E-3
-2,598476E-2
-2,857922E-2
-9,120736E-3
1,033775E-2
5,473128E-3
-1,884998E-2
-2,987645E-2
-1,982290E-2
1,581431E-3
1,974268E-2
2,878663E-3
-1,949860E-2
-2,728199E-2
-2,634574E-3
1,228360E-2
1,941838E-2
-2,958882E-3
-2,955215E-2
-2,598476E-2
-2,310266E-3
1,195929E-2
2,841986E-4
-2,371460E-2
-2,922784E-2
-1,560690E-2
1,195929E-2
1,422945E-2
-2,634574E-3
-2,079583E-2
-2,274168E-2
3,527280E-3
1,682391E-2
9,689133E-3
-1,528259E-2
-2,955215E-2
-1,625551E-2
8,391901E-3
1,163498E-2
-8,472120E-3
-2,760630E-2
-2,663337E-2
-8,796428E-3
1,617530E-2
1,033775E-2
-1,203951E-2
-1,982290E-2
-9,445044E-3
4,175896E-3
2,039130E-2
4,500204E-3
-2,403891E-2
-3,149799E-2
-6,850580E-3
1,260791E-2
5,797436E-3
-1,236382E-2
-2,760630E-2
-2,112014E-2
1,257123E-3
1,941838E-2
6,770361E-3
-2,144444E-2
-2,339029E-2
-2,958882E-3
8,391901E-3
1,195929E-2
-5,229039E-3
-2,728199E-2
-2,468752E-2
-6,887257E-4
1,033775E-2
-1,661650E-3
-2,371460E-2
-2,760630E-2
-1,593121E-2
1,131067E-2
1,747253E-2
-7,174888E-3
-2,112014E-2
-1,787705E-2
1,257123E-3
1,552668E-2
7,094669E-3
-1,593121E-2
-3,149799E-2
-1,593121E-2
6,770361E-3
9,364825E-3
-1,009366E-2
-2,760630E-2
-2,566045E-2
-3,931807E-3
1,714822E-2
1,195929E-2
-1,495828E-2
-2,598476E-2
-1,236382E-2
9,364825E-3
1,520237E-2
-4,010948E-5
-2,306598E-2
-3,182230E-2
-7,499196E-3
7,094669E-3
1,033775E-2
-2,112014E-2
-2,468752E-2
-2,339029E-2
4,824512E-3
1,974268E-2
1,905739E-3
-2,079583E-2
-2,760630E-2
-2,634574E-3
1,487806E-2
1,293221E-2
-7,499196E-3
-2,922784E-2
-2,501183E-2
1,905739E-3
1,098637E-2
2,841986E-4
-2,241737E-2
-2,955215E-2
-1,398536E-2
9,364825E-3
1,812114E-2
-6,850580E-3
-3,214661E-2
-2,144444E-2
1,257123E-3
1,455375E-2
8,391901E-3
-1,625551E-2
-3,247092E-2
-1,657982E-2
5,148820E-3
1,066206E-2
-8,147812E-3
-2,728199E-2
-2,468752E-2
-7,499196E-3
1,747253E-2
9,689133E-3
-1,398536E-2
-2,793061E-2
-1,301243E-2
8,716209E-3
1,974268E-2
2,841986E-4
-1,982290E-2
-2,890353E-2
-3,644176E-4
2,233715E-2
7,094669E-3
-1,398536E-2
-2,566045E-2
-1,982290E-2
3,527280E-3
2,363438E-2
4,175896E-3
-1,852567E-2
-2,630907E-2
-2,958882E-3
1,649960E-2
1,422945E-2
-5,553347E-3
-2,825491E-2
-2,501183E-2
1,257123E-3
8,067593E-3
9,328148E-4
-2,857922E-2
-2,857922E-2
-1,625551E-2
1,163498E-2
1,779684E-2
-3,931807E-3
-2,436322E-2
-2,014721E-2
2,878663E-3
1,714822E-2
7,743285E-3
-9,445044E-3
-3,020076E-2
-1,593121E-2
7,743285E-3
8,716209E-3
-8,472120E-3
-2,598476E-2
-2,566045E-2
-3,607499E-3
1,714822E-2
1,163498E-2
-1,074228E-2
-2,728199E-2
-8,472120E-3
1,033775E-2
1,649960E-2
1,257123E-3
-2,112014E-2
-2,793061E-2
-9,120736E-3
9,364825E-3
8,067593E-3
-1,528259E-2
-2,760630E-2
-2,014721E-2
1,257123E-3
1,974268E-2
4,824512E-3
-2,079583E-2
-2,760630E-2
-3,283190E-3
1,066206E-2
2,201284E-2
-6,526271E-3
-2,922784E-2
-2,144444E-2
-1,337342E-3
1,163498E-2
2,841986E-4
-2,209306E-2
-2,663337E-2
-1,139089E-2
1,195929E-2
1,682391E-2
-5,229039E-3
-2,630907E-2
-1,917429E-2
4,824512E-3
1,909407E-2
1,293221E-2
-1,171520E-2
-2,987645E-2
-1,301243E-2
9,040517E-3
1,260791E-2
-8,147812E-3
-2,241737E-2
-2,468752E-2
-2,310266E-3
1,974268E-2
1,325652E-2
-1,236382E-2
-2,630907E-2
-1,041797E-2
1,390514E-2
1,714822E-2
5,797436E-3
-1,949860E-2
-2,663337E-2
-4,580423E-3
1,131067E-2
4,824512E-3
-1,333674E-2
-2,695768E-2
-1,625551E-2
7,743285E-3
2,071561E-2
3,527280E-3
-1,722844E-2
-1,982290E-2
-1,013034E-3
1,941838E-2
2,363438E-2
-2,634574E-3
-2,598476E-2
-1,917429E-2
2,554355E-3
1,941838E-2
2,230047E-3
-1,755275E-2
-2,728199E-2
-1,074228E-2
1,455375E-2
2,201284E-2
-6,887257E-4
-2,468752E-2
-1,593121E-2
1,001344E-2
2,428300E-2
1,390514E-2
-4,256115E-3
-2,663337E-2
-9,445044E-3
1,260791E-2
1,455375E-2
-2,634574E-3
-1,755275E-2
-1,884998E-2
1,257123E-3
2,331007E-2
1,941838E-2
-7,499196E-3
-2,533614E-2
-9,120736E-3
1,682391E-2
2,331007E-2
6,121744E-3
-1,657982E-2
-2,598476E-2
-2,958882E-3
1,585099E-2
9,689133E-3
-1,236382E-2
-2,371460E-2
-1,755275E-2
1,066206E-2
2,201284E-2
9,364825E-3
-1,884998E-2
-1,884998E-2
1,905739E-3
2,136422E-2
2,006699E-2
-4,010948E-5
-2,079583E-2
-1,982290E-2
5,797436E-3
2,071561E-2
7,094669E-3
-1,463397E-2
-2,306598E-2
-8,147812E-3
1,617530E-2
2,136422E-2
1,581431E-3
-1,852567E-2
-1,430967E-2
1,487806E-2
2,525592E-2
1,455375E-2
-7,499196E-3
-2,501183E-2
-9,769352E-3
1,455375E-2
1,487806E-2
-4,580423E-3
-2,014721E-2
-1,917429E-2
-5,877655E-3
2,428300E-2
1,585099E-2
-8,147812E-3
-2,079583E-2
-6,526271E-3
1,649960E-2
2,201284E-2
1,098637E-2
-1,852567E-2
-2,371460E-2
-1,013034E-3
1,682391E-2
1,293221E-2
-1,074228E-2
-2,014721E-2
-1,560690E-2
8,391901E-3
2,266146E-2
1,131067E-2
-1,495828E-2
-1,333674E-2
3,202971E-3
2,136422E-2
2,168853E-2
2,878663E-3
-2,501183E-2
-1,820136E-2
6,770361E-3
1,812114E-2
2,230047E-3
-1,593121E-2
-2,144444E-2
-7,174888E-3
1,714822E-2
2,103992E-2
-2,310266E-3
-2,112014E-2
-1,430967E-2
1,098637E-2
2,395869E-2
1,617530E-2
-8,147812E-3
-1,982290E-2
-1,009366E-2
2,103992E-2
1,844545E-2
-2,634574E-3
-1,722844E-2
-1,722844E-2
3,527280E-3
2,785039E-2
2,071561E-2
-3,607499E-3
-2,014721E-2
-6,887257E-4
1,747253E-2
2,428300E-2
1,195929E-2
-1,463397E-2
-2,176875E-2
9,328148E-4
2,103992E-2
1,131067E-2
-1,074228E-2
-1,982290E-2
-1,463397E-2
9,040517E-3
2,558023E-2
1,195929E-2
-1,755275E-2
-1,625551E-2
3,527280E-3
2,460731E-2
2,687746E-2
1,257123E-3
-2,339029E-2
-1,560690E-2
8,067593E-3
2,039130E-2
6,770361E-3
-1,366105E-2
-2,014721E-2
-1,268813E-2
1,844545E-2
2,460731E-2
6,085067E-4
-1,398536E-2
-1,203951E-2
1,228360E-2
2,460731E-2
1,909407E-2
-3,607499E-3
-2,371460E-2
-4,256115E-3
1,714822E-2
2,071561E-2
9,328148E-4
-1,722844E-2
-1,625551E-2
2,878663E-3
2,493161E-2
2,039130E-2
-3,607499E-3
-1,884998E-2
-4,580423E-3
1,876976E-2
2,493161E-2
1,163498E-2
-1,690413E-2
-2,501183E-2
-4,256115E-3
1,585099E-2
9,364825E-3
-1,106658E-2
-2,468752E-2
-1,625551E-2
6,121744E-3
2,558023E-2
8,391901E-3
-1,560690E-2
-2,403891E-2
1,257123E-3
2,006699E-2
1,876976E-2
1,905739E-3
-2,566045E-2
-1,884998E-2
9,364825E-3
1,974268E-2
2,554355E-3
-1,722844E-2
-2,501183E-2
-1,301243E-2
1,163498E-2
2,103992E-2
1,257123E-3
-2,468752E-2
-1,333674E-2
8,067593E-3
1,779684E-2
1,293221E-2
-1,106658E-2
-2,793061E-2
-1,171520E-2
3,527280E-3
1,552668E-2
-6,850580E-3
-2,144444E-2
-2,047152E-2
-4,010948E-5
2,266146E-2
1,649960E-2
-9,120736E-3
-1,755275E-2
-8,796428E-3
1,390514E-2
2,071561E-2
5,148820E-3
-1,982290E-2
-2,598476E-2
-6,201963E-3
1,390514E-2
9,689133E-3
-1,139089E-2
-2,663337E-2
-1,852567E-2
7,094669E-3
2,266146E-2
6,770361E-3
-1,560690E-2
-2,079583E-2
1,581431E-3
1,585099E-2
1,876976E-2
9,328148E-4
-2,695768E-2
-2,079583E-2
3,527280E-3
2,071561E-2
-4,010948E-5
-1,884998E-2
-2,306598E-2
-1,009366E-2
1,552668E-2
2,298577E-2
-2,958882E-3
-2,468752E-2
-1,560690E-2
1,001344E-2
2,233715E-2
1,422945E-2
-1,009366E-2
-2,630907E-2
-9,769352E-3
1,098637E-2
1,325652E-2
-3,931807E-3
-2,176875E-2
-2,209306E-2
-6,887257E-4
2,103992E-2
1,714822E-2
-1,041797E-2
-2,274168E-2
-6,201963E-3
1,585099E-2
2,103992E-2
6,121744E-3
-2,014721E-2
-2,566045E-2
-2,634574E-3
1,974268E-2
9,328148E-4
-1,333674E-2
-2,403891E-2
-1,787705E-2
6,770361E-3
2,039130E-2
8,067593E-3
-1,495828E-2
-2,371460E-2
1,905739E-3
1,909407E-2
1,552668E-2
-1,013034E-3
-2,566045E-2
-2,144444E-2
4,500204E-3
1,163498E-2
3,851588E-3
-1,820136E-2
-2,566045E-2
-1,171520E-2
1,325652E-2
2,006699E-2
-1,985958E-3
-1,949860E-2
-1,722844E-2
7,418977E-3
1,974268E-2
1,228360E-2
-1,203951E-2
-3,376815E-2
-1,236382E-2
9,689133E-3
1,098637E-2
-6,201963E-3
-2,176875E-2
-2,306598E-2
-1,013034E-3
2,136422E-2
1,195929E-2
-1,333674E-2
-3,214661E-2
-4,580423E-3
1,358083E-2
1,876976E-2
7,743285E-3
-2,209306E-2
-2,922784E-2
-2,310266E-3
1,293221E-2
1,098637E-2
-1,236382E-2
-1,917429E-2
-1,820136E-2
4,175896E-3
2,071561E-2
7,094669E-3
-1,949860E-2
-2,533614E-2
-3,644176E-4
1,747253E-2
1,941838E-2
-2,958882E-3
-2,987645E-2
-2,047152E-2
5,473128E-3
1,876976E-2
4,175896E-3
-2,014721E-2
-2,663337E-2
-7,174888E-3
1,422945E-2
1,941838E-2
-3,283190E-3
-2,566045E-2
-1,755275E-2
9,689133E-3
2,006699E-2
1,487806E-2
-1,009366E-2
-2,728199E-2
-1,301243E-2
1,131067E-2
1,293221E-2
-4,256115E-3
-2,209306E-2
-2,501183E-2
-1,985958E-3
2,103992E-2
1,358083E-2
-1,009366E-2
-2,339029E-2
-5,553347E-3
1,617530E-2
1,779684E-2
8,067593E-3
-2,014721E-2
-2,663337E-2
-7,823504E-3
1,714822E-2
9,364825E-3
-1,398536E-2
-2,468752E-2
-1,884998E-2
6,446052E-3
2,298577E-2
7,094669E-3
-1,982290E-2
-2,598476E-2
